graph,order,freq,input_time,task_time,total_time,input_power,task_power,input_e,task_e,total_e
res50,GGLGBGLLLGGGLLBGGL,"((3, 2), (0, 4), (4,), (3, 1), (5,), (2, 1), (3,), (4,), (3,), (0, 2), (4, 2), (4, 6), (1,), (3,), (7,), (4, 6), (0, 5), (2,))",118.962,751.43172,870.39372,3740.482941288158,4647.66045883998,444.97533166152186,3492.399492562115,3937.374824223637
res50,GGLGBGLLLGGGLLBGGL,"((3, 7), (4, 1), (5,), (1, 2), (7,), (4, 5), (4,), (0,), (0,), (2, 0), (4, 1), (0, 7), (0,), (1,), (6,), (4, 3), (3, 5), (3,))",107.784,752.34923,860.13323,4717.1746234321245,4718.080721428745,508.4359496120081,3549.644397844761,4058.080347456769
res50,GGLGBGLLLGGGLLBGGL,"((4, 5), (4, 5), (4,), (0, 1), (7,), (1, 5), (5,), (1,), (2,), (3, 6), (0, 1), (2, 7), (4,), (0,), (2,), (2, 6), (0, 0), (2,))",111.193,828.409,939.602,4402.194079254081,4417.038046236382,489.493166254499,3659.114070844635,4148.607237099134
res50,GGLGBGLLLGGGLLBGGL,"((4, 2), (3, 1), (0,), (3, 0), (3,), (3, 2), (5,), (1,), (4,), (3, 2), (4, 0), (3, 2), (2,), (3,), (4,), (3, 6), (0, 4), (5,))",122.026,684.16801,806.1940099999999,3898.4583733844415,4656.975951614353,475.7132814706098,3186.1539694338485,3661.867250904458
res50,GGGLLLLBGGBLLBLLBG,"((2, 3), (3, 3), (2, 1), (4,), (0,), (1,), (4,), (5,), (4, 5), (0, 5), (0,), (4,), (2,), (0,), (0,), (0,), (1,), (0, 4))",66.6121,877.2275999999999,943.8397,3873.3833204295697,4169.428801556379,258.01419707878654,3657.538020960178,3915.552218038965
res50,GGGLLLLBGGBLLBLLBG,"((4, 5), (2, 3), (3, 6), (2,), (5,), (1,), (3,), (1,), (2, 4), (1, 6), (2,), (5,), (5,), (4,), (2,), (3,), (4,), (1, 0))",109.362,658.49373,767.85573,4335.124854589855,4571.343275017847,474.09792434765575,3010.2008842769183,3484.298808624574
res50,GGGLLLLBGGBLLBLLBG,"((3, 4), (0, 5), (1, 4), (3,), (0,), (0,), (1,), (7,), (1, 7), (2, 5), (1,), (5,), (4,), (2,), (3,), (4,), (3,), (2, 7))",109.821,779.03777,888.85877,4478.111808746808,4333.414278055619,491.7907169483832,3375.89339566261,3867.6841126109935
res50,GGGLLLLBGGBLLBLLBG,"((4, 7), (1, 3), (2, 5), (3,), (4,), (0,), (1,), (1,), (4, 2), (0, 4), (4,), (4,), (1,), (1,), (1,), (1,), (0,), (4, 1))",106.468,828.00198,934.46998,5066.112738095237,4239.86761711573,539.3788909995237,3510.6187819097067,4049.997672909232
res50,GGGLLLLBGGBLLBLLBG,"((2, 5), (4, 1), (3, 6), (2,), (3,), (1,), (4,), (2,), (2, 7), (0, 5), (0,), (1,), (5,), (1,), (5,), (4,), (6,), (2, 2))",109.275,720.2069199999999,829.4819199999998,4234.843352758354,4469.772652842696,462.7625073726691,3219.1611954040663,3681.923702776736
res50,GGGLLLLBGGBLLBLLBG,"((1, 7), (2, 0), (1, 0), (5,), (4,), (4,), (0,), (7,), (3, 6), (0, 3), (4,), (2,), (5,), (0,), (0,), (0,), (5,), (1, 4))",104.765,813.18487,917.94987,4911.031208513708,4324.078407483036,514.5041845599387,3516.2751376589,4030.7793222188384
res50,GGGLLLLBGGBLLBLLBG,"((4, 3), (1, 3), (1, 3), (3,), (4,), (1,), (3,), (4,), (3, 1), (1, 5), (2,), (1,), (2,), (7,), (0,), (4,), (7,), (4, 2))",113.726,708.79444,822.52044,4113.158434996376,4509.745058793527,467.7730561783978,3196.4822234903254,3664.2552796687232
res50,GGGLLLLBGGBLLBLLBG,"((4, 7), (0, 1), (4, 2), (3,), (2,), (0,), (1,), (5,), (1, 7), (2, 1), (4,), (5,), (3,), (0,), (1,), (4,), (2,), (2, 0))",108.079,764.2202399999999,872.2992399999998,4809.857898212897,4351.253253765255,519.8446317809517,3325.315805893264,3845.1604376742152
res50,GGGLLLLBGGBLLBLLBG,"((2, 7), (0, 2), (0, 7), (4,), (4,), (3,), (2,), (7,), (1, 7), (3, 6), (2,), (0,), (2,), (3,), (3,), (1,), (0,), (3, 1))",107.463,826.53976,934.00276,4720.588282828283,4277.486696363355,507.2885786375757,3535.5128274153603,4042.801406052936
res50,GGGLLLLBGGBLLBLLBG,"((0, 5), (0, 2), (3, 4), (4,), (0,), (3,), (1,), (6,), (1, 3), (1, 0), (1,), (2,), (2,), (0,), (3,), (0,), (3,), (1, 3))",108.401,886.2943800000002,994.69538,4229.431132756134,4101.418928175392,458.4745642218977,3635.064546067474,4093.539110289372
res50,BLGLGGBGLLGBBBLBBG,"((7,), (4,), (4, 1), (2,), (3, 3), (2, 0), (5,), (0, 7), (2,), (5,), (1, 5), (2,), (7,), (0,), (1,), (7,), (0,), (0, 7))",63.174,796.2318,859.4058,5088.865959595959,4463.888816655739,321.48401813151514,3554.290227485669,3875.774245617185
